CaseNumber,Initial_Response_SLA_Violated__c
02109800,False
02109803,False
02109807,False
02109814,False
02109815,False
02109820,False
02109821,False
02109832,False
02109838,False
02109839,False
02109840,False
02109844,False
02109853,False
02109858,False
02109860,False
02109861,False
02109866,False
02109869,False
02109870,False
02109871,False
02109872,False
02109876,False
02109879,False
02109886,False
02109887,False
02109889,False
02109895,False
02109903,False
02109905,False
02109910,False
02109914,False
02109942,False
02109943,False
02109948,False
02109966,False
02109977,False
02110007,False
02110008,False
02110018,False
02110048,False
02110054,False
02110061,False
02110070,False
02110088,False
02110108,False
02110123,False
02110127,False
02110133,False
02110137,False
02110141,False
02110144,False
02110152,False
02110156,False
02110160,False
02110190,False
02110191,False
02110209,False
02110228,False
02110237,False
02110246,False
02110251,False
02110260,False
02110289,False
02110311,False
02110325,False
02110336,False
02110342,False
02110353,False
02110390,False
02110393,False
02110410,False
02110424,False
02110429,False
02110431,False
02110438,False
02110444,False
02110452,False
02110454,False
02110457,False
02110466,False
02110473,False
02110476,False
02110482,False
02110504,False
02110510,False
02110516,False
02110517,False
02110527,True
02110531,False
02110557,False
02110562,False
02110566,False
02110572,False
02110577,False
02110585,False
02110586,True
02110588,False
02110590,False
02110592,False
02110617,False
02110648,False
02110650,False
02110653,False
02110655,False
02110660,False
02110662,False
02110672,False
02110709,False
02110710,False
02110713,False
02110741,False
02110746,False
02110757,False
02110760,False
02110771,False
02110774,False
02110785,False
02110794,False
02110795,False
02110797,False
02110802,False
02110804,False
02110805,False
02110808,False
02110810,False
02110817,False
02110863,False
02110887,True
02110948,False
02110957,False
02110963,False
02110982,False
02111007,False
02111013,False
02111015,False
02111017,False
02111022,False
02111025,False
02111038,False
02111041,False
02111055,False
02111060,False
02111069,False
02111073,False
02111086,False
02111091,False
02111092,False
02111093,False
02111096,False
02111111,False
02111112,False
02111116,False
02111118,False
02111119,False
02111135,False
02111230,False
02111237,False
02111240,False
02111248,False
02111255,False
02111269,False
02111272,False
02111280,False
02111281,False
02111295,False
02111301,False
02111305,False
02111306,False
02111313,False
02111319,False
02111327,False
02111328,False
02111337,False
02111338,False
02111341,False
02111353,False
02111354,False
02111366,False
02111377,False
02111382,False
02111383,False
02111384,False
02111386,False
02111403,False
02111407,False
02111421,False
02111428,False
02111438,True
02111446,False
02111453,False
02111465,False
02111471,False
02111488,False
02111494,False
02111496,False
02111517,False
02111520,False
02111524,False
02111540,False
02111542,False
02111559,False
02111569,False
02111570,False
02111581,False
02111591,False
02111617,False
02111618,False
02111640,False
02111643,False
02111651,False
02111657,False
02111658,False
02111659,False
02111667,False
02111669,False
02111680,False
02111683,False
02111684,False
02111689,False
02111701,False
02111707,False
02111717,False
02111725,False
02111732,False
02111734,False
02111736,False
02111737,False
02111740,False
02111741,True
02111742,False
02111744,False
02111748,False
02111753,False
02111754,True
02111756,False
02111760,False
02111767,False
02111773,False
02111774,False
02111780,False
02111789,False
02111790,False
02111791,False
02111793,False
02111797,False
02111800,False
02111813,False
02111855,False
02111856,False
02111907,False
02111910,False
02111916,False
02111949,False
02111955,False
02111965,False
02111971,False
02111996,False
02112001,False
02112002,False
02112011,False
02112012,True
02112019,False
02112022,True
02112023,False
02112031,True
02112039,False
02112042,False
02112051,False
02112055,False
02112058,False
02112060,False
02112061,False
02112062,False
02112065,False
02112072,False
02112076,False
02112078,False
02112080,False
02112081,False
02112084,False
02112100,False
02112104,False
02112110,False
02112111,False
02112116,False
02112120,False
02112142,False
02112144,False
02112147,False
02112197,False
02112206,False
02112224,False
02112225,False
02112236,False
02112239,False
02112240,False
02112242,False
02112248,False
02112267,False
02112268,False
02112273,False
02112282,False
02112313,False
02112314,True
02112316,False
02112318,False
02112324,False
02112328,False
02112332,False
02112335,False
02112340,False
02112349,False
02112361,False
02112380,False
02112387,True
02112403,True
02112437,False
02112441,False
02112445,False
02112447,False
02112454,False
02112508,False
02112510,False
02112537,False
02112543,False
02112544,False
02112545,False
02112549,False
02112551,False
02112553,False
02112554,False
02112555,False
02112580,False
02112583,False
02112588,False
02112606,False
02112608,False
02112615,False
02112616,False
02112619,False
02112626,False
02112629,True
02112637,False
02112659,False
02112661,False
02112663,False
02112698,False
02112706,False
02112727,False
02112730,False
02112732,False
02112738,False
02112772,False
02112775,False
02112814,False
02112818,False
02112820,False
02112826,False
02112830,False
02112831,False
02112845,False
02112863,False
02112880,False
02112883,False
02112884,True
02112885,False
02112893,False
02112901,False
02112907,False
02112908,False
02112909,False
02112915,False
02112918,False
02112922,False
02112931,False
02112934,False
02112940,False
02112943,False
02112952,False
02112956,False
02112969,False
02112990,False
02112992,False
02113011,False
02113013,False
02113020,False
02113030,False
02113038,False
02113039,False
02113040,False
02113041,False
02113042,False
02113049,False
02113055,False
02113058,False
02113073,False
02113107,False
02113137,False
02113151,False
02113154,False
02113161,False
02113181,False
02113202,False
02113206,False
02113228,False
02113232,False
02113237,False
02113255,False
02113258,False
02113262,False
02113263,False
02113264,False
02113267,False
02113269,False
02113282,False
02113283,False
02113298,False
02113299,False
02113300,False
02113307,False
02113329,False
02113340,True
02113347,False
02113350,False
02113360,False
02113367,False
02113370,False
02113372,False
02113373,False
02113377,False
02113382,False
02113383,False
02113387,False
02113391,False
02113395,False
02113400,False
02113402,False
02113405,False
02113419,False
02113427,False
02113432,False
02113458,False
02113461,False
02113469,False
02113472,False
02113481,False
02113490,False
02113499,False
02113500,False
02113501,False
02113505,False
02113542,False
02113544,False
02113552,False
02113557,False
02113560,False
02113567,False
02113569,False
02113581,True
02113587,False
02113611,False
02113623,False
02113625,False
02113640,False
02113646,False
02113649,False
02113650,False
02113655,False
02113658,False
02113663,False
02113665,False
02113667,True
02113668,False
02113681,False
02113683,False
02113690,False
02113691,False
02113692,False
02113699,False
02113700,False
02113701,False
02113738,False
02113771,False
02113776,False
02113786,False
02113810,False
02113811,True
02113812,False
02113826,False
02113834,False
02113845,False
02113852,False
02113854,False
02113863,False
02113870,False
02113881,False
02113883,False
02113896,False
02113899,False
02113914,False
02113946,False
02113950,False
02113961,False
02113970,True
02113987,True
02114000,False
02114002,False
02114012,False
02114013,False
02114015,False
02114038,False
02114047,False
02114048,False
02114052,False
02114086,False
02114088,False
02114106,False
02114113,False
02114116,False
02114126,False
02114140,False
02114145,False
02114175,False
02114195,False
02114205,False
02114214,False
02114219,False
02114220,False
02114252,False
02114275,False
02114280,False
02114284,False
02114285,False
02114299,False
02114326,False
02114343,False
02114345,False
02114351,True
02114367,True
02114372,False
02114375,False
02114378,False
02114387,False
02114392,False
02114395,False
02114397,False
02114398,False
02114421,False
02114422,False
02114425,False
02114441,False
02114469,False
02114473,False
02114485,False
02114488,False
02114489,False
02114497,False
02114502,False
02114503,False
02114505,False
02114515,False
02114520,False
02114527,False
02114538,False
02114562,False
02114570,False
02114573,False
02114595,False
02114619,False
02114630,False
02114634,False
02114641,False
02114653,False
02114655,False
02114661,False
02114679,False
02114681,False
02114697,False
02114706,False
02114713,False
02114716,False
02114719,False
02114723,False
02114735,False
02114736,False
02114743,False
02114746,False
02114769,False
02114771,False
02114774,True
02114776,False
02114778,False
02114780,False
02114792,False
02114794,False
02114811,False
02114813,False
02114830,False
02114833,False
02114837,False
02114849,False
02114860,False
02114872,False
02114889,False
02114903,False
02114913,True
02114914,False
02114917,False
02114919,True
02114920,False
02114924,False
02114932,True
02114935,True
02114949,False
02114956,False
02114968,False
02114970,False
02114978,False
02114985,False
02114987,False
02114992,False
02114993,False
02114996,True
02115003,True
02115007,False
02115014,False
02115016,True
02115017,False
02115036,False
02115039,False
02115050,False
02115052,False
02115059,False
02115067,True
02115077,False
02115082,False
02115087,False
02115091,False
02115094,False
02115101,False
02115102,False
02115109,False
02115111,False
02115114,False
02115117,False
02115125,False
02115127,False
02115129,False
02115160,False
02115197,False
02115198,False
02115203,False
02115214,False
02115218,False
02115221,False
02115235,False
02115244,True
02115258,False
02115273,False
02115276,False
02115285,False
02115294,False
02115296,False
02115301,False
02115306,False
02115315,False
02115316,False
02115333,False
02115346,False
02115349,False
02115362,False
02115365,True
02115367,False
02115375,False
02115378,False
02115380,False
02115386,False
02115389,False
02115399,False
02115401,False
02115416,False
02115417,False
02115430,False
02115446,False
02115463,True
02115465,False
02115476,False
02115498,False
02115501,False
02115504,False
02115510,False
02115518,False
02115550,False
02115553,False
02115555,False
02115562,False
02115570,False
02115574,False
02115577,False
02115587,False
02115602,False
02115607,False
02115620,False
02115628,False
02115632,False
02115642,False
02115664,False
02115676,False
02115677,False
02115678,False
02115679,False
02115682,False
02115690,False
02115695,False
02115697,True
02115710,False
02115722,False
02115724,False
02115727,False
02115728,False
02115731,False
02115737,False
02115745,False
02115746,False
02115747,False
02115752,False
02115757,False
02115762,False
02115763,False
02115766,False
02115769,False
02115773,False
02115775,False
02115778,False
02115784,False
02115794,False
02115803,False
02115819,False
02115852,False
02115864,False
02115869,False
02115892,False
02115896,False
02115900,False
02115901,False
02115911,False
02115929,False
02115941,False
02115948,False
02115963,False
02115966,False
02115967,False
02115969,True
02115971,False
02115975,False
02115977,False
02115986,False
02115992,False
02116010,False
02116023,False
02116034,False
02116038,False
02116040,False
02116044,False
02116047,False
02116062,False
02116065,True
02116068,False
02116101,False
02116126,False
02116154,False
02116162,False
02116168,False
02116183,False
02116189,False
02116196,False
02116198,False
02116199,False
02116203,False
02116227,False
02116228,False
02116241,False
02116253,False
02116258,False
02116268,False
02116269,False
02116277,False
02116281,False
02116282,False
02116296,False
02116300,False
02116301,False
02116308,False
02116331,False
02116334,False
02116343,False
02116346,False
02116353,True
02116358,False
02116360,False
02116361,False
02116362,False
02116367,False
02116371,False
02116375,True
02116382,False
02116383,True
02116387,False
02116390,False
02116391,False
02116402,False
02116417,False
02116444,False
02116461,False
02116470,False
02116479,False
02116497,False
02116498,True
02116507,False
02116511,False
02116522,False
02116527,False
02116555,False
02116563,False
02116570,False
02116572,False
02116575,False
02116576,False
02116579,False
02116580,False
02116582,False
02116586,False
02116589,False
02116592,False
02116598,False
02116606,False
02116614,False
02116624,False
02116626,False
02116637,False
02116640,True
02116646,False
02116655,False
02116658,False
02116660,False
02116664,False
02116665,False
02116670,False
02116672,False
02116680,False
02116684,False
02116687,False
02116692,False
02116693,False
02116708,False
02116742,False
02116745,False
02116769,False
02116774,False
02116796,False
02116808,False
02116813,False
02116844,False
02116872,False
02116885,False
02116888,False
02116939,False
02117011,False
02117020,False
02117031,False
02117032,False
02117034,False
02117053,False
02117056,False
02117067,False
02117072,False
02117073,False
02117075,False
02117076,False
02117077,False
02117078,False
02117079,False
02117083,False
02117103,False
02117109,False
02117125,False
02117138,False
02117144,False
02117199,False
02117208,False
02117216,False
02117223,False
02117225,False
02117243,False
02117249,False
02117252,False
02117262,True
02117268,True
02117270,False
02117284,False
02117294,False
02117301,True
02117312,False
02117314,False
02117320,False
02117332,False
02117333,False
02117349,False
02117373,False
02117383,False
02117384,False
02117385,False
02117386,False
02117387,False
02117388,False
02117392,False
02117395,False
02117397,False
02117400,False
02117401,False
02117405,False
02117408,False
02117417,True
02117419,False
02117420,False
02117428,False
02117430,True
02117436,False
02117439,False
02117458,False
02117461,False
02117469,False
02117472,False
02117478,True
02117487,True
02117507,False
02117521,False
02117540,False
02117543,False
02117551,False
02117555,False
02117556,False
02117561,False
02117564,False
02117571,False
02117579,False
02117581,False
02117611,False
02117627,False
02117628,False
02117631,False
02117634,False
02117655,False
02117664,False
02117670,False
02117673,False
02117699,False
02117703,False
02117706,False
02117710,False
02117712,False
02117719,False
02117735,False
02117793,False
02117796,False
02117800,False
02117802,False
02117812,False
02117820,False
02117824,False
02117836,False
02117849,False
02117851,False
02117853,False
02117872,False
02117874,True
02117886,False
02117889,False
02117894,True
02117908,False
02117910,False
02117911,False
02117929,False
02117944,False
02117954,False
02117955,False
02117956,False
02117964,False
02117966,False
02117970,False
02117972,False
02117986,False
02117997,False
02118004,False
02118023,False
02118034,False
02118039,False
02118053,False
02118054,False
02118058,False
02118082,False
02118089,False
02118095,False
02118097,False
02118102,False
02118104,False
02118105,False
02118108,False
02118109,False
02118113,False
02118116,False
02118117,False
02118119,False
02118124,False
02118134,True
02118144,False
02118151,False
02118157,False
02118162,False
02118180,False
02118192,False
02118193,False
02118198,False
02118206,False
02118207,False
02118215,False
02118220,False
02118228,False
02118248,False
02118249,False
02118251,False
02118252,False
02118261,False
02118270,False
02118275,False
02118305,False
02118309,False
02118312,False
02118314,False
02118323,False
02118350,False
02118357,False
02118358,False
02118365,False
02118370,False
02118372,False
02118385,False
02118386,False
02118388,False
02118399,False
02118400,False
02118411,False
02118425,False
02118432,False
02118433,False
02118444,False
02118450,False
02118458,False
02118464,False
02118465,False
02118467,False
02118481,False
02118483,False
02118484,False
02118487,False
02118492,False
02118506,False
02118520,False
02118524,False
02118526,False
02118527,False
02118529,False
02118533,False
02118534,False
02118537,True
02118539,False
02118549,False
02118551,False
02118561,False
02118567,False
02118576,False
02118581,False
02118584,True
02118589,True
02118596,False
02118600,False
02118601,False
02118603,False
02118605,False
02118621,False
02118624,False
02118628,False
02118636,False
02118640,False
02118651,False
02118670,False
02118674,False
02118680,False
02118694,False
02118732,True
02118737,False
02118764,False
02118765,False
02118779,False
02118781,False
02118802,False
02118816,False
02118832,False
02118836,False
02118837,False
02118842,False
02118850,False
02118852,False
02118870,False
02118872,False
02118880,False
02118881,False
02118886,False
02118917,False
02118943,False
02118965,False
02118983,False
02119029,False
02119031,False
02119032,False
02119038,False
02119079,False
02119086,False
02119090,False
02119105,False
02119108,False
02119110,False
02119114,False
02119123,False
02119127,False
02119128,False
02119133,False
02119135,False
02119140,False
02119143,True
02119145,False
02119151,False
02119153,False
02119157,False
02119159,False
02119171,False
02119175,False
02119177,False
02119178,False
02119187,False
02119217,False
02119227,False
02119228,False
02119233,False
02119250,False
02119259,False
02119287,False
02119295,False
02119307,False
02119317,False
02119333,False
02119340,False
02119344,False
02119354,False
02119358,False
02119361,False
02119363,False
02119368,False
02119370,False
02119378,True
02119379,False
02119390,False
02119394,False
02119398,False
02119402,False
02119406,False
02119409,False
02119415,False
02119417,False
02119420,False
02119421,False
02119425,False
02119429,True
02119431,False
02119433,False
02119434,False
02119448,False
02119466,True
02119467,False
02119468,False
02119470,False
02119471,False
02119484,False
02119498,False
02119513,False
02119522,False
02119534,False
02119540,False
02119541,False
02119545,False
02119557,False
02119575,False
02119581,False
02119599,False
02119602,False
02119615,False
02119645,False
02119646,False
02119647,False
02119650,False
02119651,False
02119653,False
02119669,True
02119675,False
02119677,False
02119694,False
02119698,False
02119702,False
02119725,False
02119731,False
02119732,False
02119733,False
02119739,False
02119741,False
02119744,True
02119748,False
02119754,False
02119760,False
02119766,False
02119769,False
02119774,True
02119775,False
02119776,False
02119777,False
02119778,True
02119803,False
02119827,True
02119847,False
02119848,False
02119851,False
02119865,False
02119876,False
02119880,False
02119886,False
02119918,False
02119921,False
02119927,False
02119935,False
02119951,False
02119964,False
02119979,False
02119981,False
02120001,False
02120010,False
02120041,False
02120043,False
02120049,False
02120063,False
02120076,False
02120090,False
02120092,False
02120100,False
02120102,False
02120108,False
02120109,False
02120111,False
02120114,False
02120116,False
02120118,False
02120124,False
02120127,False
02120128,False
02120166,False
02120172,False
02120184,False
02120208,False
02120217,False
02120261,False
02120263,False
02120267,False
02120276,False
02120288,False
02120296,False
02120327,False
02120330,False
02120333,False
02120339,False
02120342,False
02120343,False
02120350,False
02120354,False
02120369,True
02120379,False
02120387,False
02120389,False
02120390,False
02120391,False
02120393,False
02120397,False
02120399,False
02120402,False
02120408,False
02120410,False
02120413,False
02120422,False
02120427,False
02120434,False
02120436,False
02120437,False
02120442,False
02120453,False
02120462,False
02120466,False
02120482,False
02120496,False
02120509,False
02120521,False
02120523,False
02120547,False
02120551,False
02120552,False
02120569,False
02120571,False
02120573,False
02120574,False
02120586,True
02120590,False
02120592,False
02120604,False
02120620,False
02120623,False
02120635,True
02120644,False
02120651,False
02120652,False
02120653,False
02120660,False
02120670,False
02120674,False
02120676,False
02120682,False
02120685,True
02120689,False
02120702,False
02120703,False
02120706,False
02120726,False
02120731,False
02120761,True
02120780,False
02120787,False
02120791,False
02120800,False
02120819,False
02120833,False
02120845,False
02120846,False
02120856,False
02120866,False
02120894,True
02120898,False
02120910,False
02120918,False
02120929,False
02120947,False
02120959,True
02120962,False
02120970,False
02120971,False
02120974,False
02120975,True
02120981,False
02120986,True
02120987,True
02120994,False
02121006,False
02121009,False
02121011,False
02121013,False
02121015,False
02121018,False
02121023,False
02121024,False
02121032,False
02121037,False
02121051,False
02121060,False
02121082,False
02121097,False
02121099,False
02121111,False
02121116,False
02121129,False
02121136,False
02121146,False
02121165,True
02121174,False
02121177,False
02121182,False
02121192,False
02121194,False
02121195,False
02121196,False
02121203,False
02121211,False
02121216,True
02121224,False
02121234,False
02121246,False
02121251,False
02121253,False
02121254,False
02121255,False
02121275,False
02121280,False
02121288,True
02121313,True
02121318,False
02121338,False
02121364,False
02121365,False
02121371,False
02121380,False
02121403,False
02121421,False
02121425,False
02121430,False
02121438,False
02121449,False
02121484,False
02121489,False
02121495,True
02121502,False
02121515,True
02121521,False
02121527,False
02121529,False
02121535,True
02121541,False
02121543,False
02121548,False
02121555,False
02121557,False
02121562,False
02121564,False
02121565,False
02121568,False
02121571,False
02121572,False
02121574,False
02121603,False
02121609,False
02121611,False
02121612,False
02121614,False
02121615,False
02121618,False
02121622,False
02121630,False
02121634,False
02121651,False
02121658,False
02121681,False
02121702,False
02121707,False
02121720,False
02121729,False
02121734,False
02121750,False
02121757,False
02121772,False
02121774,False
02121780,False
02121782,False
02121783,False
02121786,False
02121803,False
02121811,False
02121816,False
02121819,False
02121822,False
02121824,False
02121826,False
02121843,False
02121850,False
02121857,False
02121867,False
02121878,False
02121890,False
02121896,False
02121899,False
02121903,False
02121909,False
02121913,False
02121936,False
02121938,False
02121943,False
02121944,False
02121948,False
02121958,False
02121959,False
02121970,False
02121975,False
02121991,False
02122020,False
02122048,False
02122050,False
02122061,False
02122066,False
02122074,False
02122084,False
02122110,False
02122114,False
02122116,False
02122125,False
02122131,False
02122139,False
02122145,True
02122154,False
02122169,False
02122172,False
02122176,False
02122201,False
02122209,False
02122216,False
02122239,False
02122241,False
02122244,False
02122248,False
02122251,False
02122256,False
02122285,False
02122286,False
02122288,False
02122290,False
02122291,False
02122294,False
02122302,False
02122305,False
02122309,False
02122310,False
02122320,False
02122330,False
02122331,False
02122332,False
02122334,False
02122347,False
02122355,False
02122373,False
02122379,False
02122396,False
02122400,False
02122420,False
02122423,False
02122431,False
02122452,False
02122455,False
02122465,True
02122477,False
02122479,False
02122482,False
02122484,False
02122486,False
02122489,True
02122496,False
02122498,False
02122499,False
02122510,False
02122517,False
02122523,False
02122524,False
02122529,False
02122532,False
02122543,False
02122552,False
02122558,False
02122581,False
02122592,False
02122621,False
02122623,False
02122639,False
02122651,False
02122672,False
02122705,False
02122725,False
02122727,False
02122733,False
02122738,False
02122745,False
02122751,False
02122756,False
02122769,False
02122804,False
02122811,False
02122814,False
02122817,False
02122831,False
02122836,True
02122838,False
02122844,True
02122852,False
02122853,False
02122861,False
02122874,False
02122900,False
02122934,False
02122971,False
02123003,False
02123007,False
02123011,False
02123017,False
02123037,False
02123062,False
02123064,False
02123072,False
02123075,False
02123077,False
02123082,False
02123084,False
02123085,False
02123087,False
02123088,False
02123095,False
02123101,False
02123102,False
02123104,False
02123119,False
02123121,False
02123124,False
02123131,False
02123145,False
02123148,False
02123165,False
02123180,False
02123188,False
02123199,False
02123202,False
02123209,False
02123210,False
02123221,False
02123222,False
02123226,False
02123246,False
02123271,False
02123314,False
02123315,False
02123329,False
02123354,False
02123362,False
02123406,False
02123408,False
02123412,False
02123417,False
02123426,False
02123433,False
02123437,False
02123439,False
02123451,False
02123452,False
02123477,False
02123493,False
02123498,False
02123502,False
02123507,False
02123521,False
02123527,False
02123528,False
02123529,True
02123531,False
02123533,False
02123534,False
02123537,False
02123547,False
02123548,False
02123553,False
02123558,False
02123569,False
02123573,False
02123574,False
02123579,False
02123590,False
02123595,False
02123596,False
02123627,True
02123631,False
02123632,False
02123633,False
02123644,False
02123650,False
02123654,False
02123662,False
02123677,False
02123678,False
02123683,True
02123685,False
02123686,False
02123692,False
02123725,False
02123727,False
02123751,False
02123762,False
02123765,False
02123767,False
02123768,False
02123795,False
02123807,False
02123808,False
02123809,False
02123821,False
02123827,False
02123835,False
02123836,False
02123839,False
02123840,False
02123850,False
02123856,False
02123870,False
02123873,False
02123877,False
02123880,False
02123884,False
02123885,False
02123890,False
02123895,False
02123903,False
02123913,True
02123923,False
02123927,False
02123934,False
02123940,False
02123941,False
02123943,False
02123946,False
02123952,False
02123958,False
02123970,False
02123972,False
02123987,False
02124010,False
02124011,False
02124012,False
02124032,False
02124033,False
02124037,False
02124040,False
02124047,False
02124049,False
02124054,False
02124056,False
02124059,False
02124062,False
02124064,False
02124068,False
02124070,False
02124079,False
02124080,False
02124088,False
02124092,False
02124093,False
02124107,False
02124111,False
02124112,False
02124116,False
02124119,False
02124120,False
02124130,False
02124140,False
02124143,False
02124184,False
02124191,False
02124216,False
02124217,False
02124238,False
02124299,False
02124316,False
02124320,False
02124325,False
02124331,False
02124347,False
02124348,False
02124353,False
02124365,False
02124368,False
02124385,False
02124388,False
02124389,False
02124394,False
02124397,False
02124412,False
02124413,False
02124423,False
02124424,False
02124435,False
02124442,False
02124459,False
02124461,False
02124465,False
02124480,False
02124524,False
02124538,True
02124539,False
02124544,False
02124547,False
02124553,False
02124563,False
02124566,False
02124583,False
02124606,False
02124614,True
02124636,True
02124637,False
02124645,False
02124660,False
02124672,False
02124677,False
02124680,False
02124685,False
02124686,False
02124707,False
02124711,False
02124719,False
02124726,False
02124729,False
02124732,False
02124740,False
02124742,False
02124746,False
02124753,False
02124755,False
02124761,False
02124775,False
02124777,False
02124789,False
02124793,False
02124799,False
02124803,False
02124820,False
02124822,False
02124828,False
02124834,False
02124859,False
02124863,False
02124908,False
02124909,False
02125004,False
02125005,False
02125007,False
02125021,False
02125030,False
02125037,False
02125041,False
02125042,False
02125052,False
02125054,False
02125059,True
02125068,False
02125091,False
02125103,False
02125112,False
02125123,False
02125126,False
02125127,False
02125129,False
02125133,False
02125134,False
02125147,False
02125149,False
02125150,False
02125158,False
02125166,False
02125177,False
02125188,False
02125189,False
02125191,False
02125192,False
02125227,False
02125294,False
02125299,False
02125308,False
02125309,False
02125329,False
02125330,False
02125332,False
02125390,False
02125393,False
02125408,True
02125411,False
02125415,False
02125419,False
02125445,False
02125450,False
02125453,False
02125460,False
02125475,False
02125485,False
02125489,False
02125503,False
02125526,False
02125528,False
02125557,False
02125558,False
02125573,False
02125579,True
02125606,False
02125610,False
02125637,False
02125640,False
02125649,False
02125658,False
02125662,False
02125674,False
02125679,False
02125695,False
02125699,False
02125709,False
02125714,False
02125719,False
02125726,False
02125756,False
02125761,False
02125765,False
02125780,False
02125783,False
02125789,False
02125791,False
02125797,False
02125798,False
02125813,False
02125854,False
02125866,False
02125888,False
02125899,False
02125902,False
02125903,False
02125914,False
02125928,False
02125937,False
02125939,True
02125941,False
02125951,False
02125958,False
02125959,False
02125962,True
02125963,False
02125974,False
02125980,False
02125991,True
02126024,False
02126026,True
02126033,False
02126034,False
02126047,False
02126049,False
02126057,True
02126090,True
02126091,False
02126135,False
02126139,False
02126142,False
02126145,False
02126147,False
02126154,False
02126164,False
02126178,False
02126188,False
02126196,False
02126207,False
02126214,False
02126215,False
02126230,False
02126233,False
02126241,False
02126249,False
02126266,False
02126269,False
02126272,False
02126274,False
02126277,False
02126281,False
02126285,False
02126291,False
02126293,False
02126302,False
02126304,False
02126308,False
02126321,False
02126322,False
02126324,False
02126326,False
02126335,False
02126342,False
02126359,False
02126363,False
02126375,False
02126376,False
02126384,False
02126385,False
02126389,False
02126393,False
02126407,False
02126433,False
02126434,False
02126440,False
02126453,False
02126458,False
02126478,False
02126503,False
02126509,False
02126517,False
02126523,False
02126526,False
02126533,False
02126538,False
02126540,False
02126556,False
02126561,False
02126563,False
02126565,False
02126570,False
02126571,False
02126577,False
02126582,False
02126587,False
02126594,False
02126597,False
02126611,False
02126613,False
02126621,False
02126646,False
02126656,False
02126662,False
02126663,False
02126667,False
02126674,False
02126683,False
02126684,False
02126690,False
02126695,False
02126705,False
02126707,False
02126708,False
02126712,False
02126716,False
02126718,False
02126725,False
02126751,False
02126772,False
02126787,False
02126789,False
02126796,False
02126817,False
02126851,False
02126858,False
02126861,False
02126888,True
02126890,False
02126905,False
02126910,False
02126917,False
02126921,False
02126924,False
02126928,False
02126950,False
02126959,False
02126968,False
02126969,False
02126970,False
02126971,False
02126974,False
02126975,False
02126981,False
02126986,False
02126990,False
02127001,False
02127014,False
02127020,False
02127025,False
02127038,False
02127039,False
02127040,False
02127045,False
02127051,False
02127078,False
02127092,False
02127104,True
02127107,False
02127108,False
02127120,False
02127129,False
02127139,False
02127143,False
02127144,False
02127146,False
02127147,False
02127152,False
02127154,False
02127155,False
02127160,False
02127165,False
02127166,False
02127187,False
02127190,False
02127193,False
02127194,False
02127196,False
02127201,False
02127216,False
02127231,False
02127236,False
02127241,False
02127242,False
02127248,False
02127255,False
02127269,False
02127283,False
02127300,False
02127323,False
02127351,False
02127355,False
02127363,False
02127371,False
02127373,False
02127383,False
02127385,False
02127393,False
02127395,False
02127409,False
02127411,False
02127422,False
02127424,False
02127431,False
02127432,False
02127434,False
02127437,False
02127446,False
02127455,False
02127460,False
02127462,False
02127468,False
02127472,True
02127475,False
02127478,False
02127485,False
02127530,False
02127541,False
02127563,False
02127588,False
02127605,False
02127606,False
02127622,False
02127625,False
02127670,False
02127673,False
02127684,False
02127719,False
02127726,False
02127729,False
02127733,False
02127736,False
02127737,False
02127741,False
02127759,False
02127761,False
02127766,False
02127781,False
02127783,False
02127794,False
02127808,False
02127809,False
02127810,False
02127812,False
02127832,False
02127842,False
02127846,False
02127848,False
02127855,False
02127863,False
02127884,False
02127885,False
02127888,False
02127896,False
02127912,False
02127927,False
02127934,False
02127937,False
02127938,False
02127957,False
02127967,False
02127973,False
02127974,False
02127976,False
02127990,False
02127998,False
02128009,False
02128012,False
02128018,False
02128021,False
02128039,False
02128051,False
02128061,False
02128092,False
02128093,False
02128095,False
02128115,False
02128128,False
02128131,False
02128152,False
02128153,False
02128157,False
02128169,False
02128200,False
02128207,False
02128209,False
02128223,False
02128224,False
02128243,False
02128244,False
02128245,False
02128256,False
02128260,False
02128264,False
02128278,False
02128291,False
02128295,False
02128316,False
02128325,False
02128328,False
02128334,False
02128364,False
02128378,False
02128382,False
02128385,False
02128398,False
02128406,False
02128423,False
02128426,False
02128432,False
02128438,False
02128447,False
02128454,False
02128457,False
02128468,False
02128473,False
02128478,False
02128487,False
02128494,False
02128496,False
02128508,False
02128512,False
02128523,False
02128526,False
02128559,False
02128565,False
02128586,False
02128600,False
02128603,False
02128611,False
02128612,False
02128615,False
02128623,False
02128635,False
02128644,False
02128655,False
02128664,False
02128668,False
02128672,False
02128673,False
02128678,False
02128679,False
02128705,False
02128712,False
02128716,False
02128719,False
02128722,False
02128723,False
02128724,False
02128730,False
02128742,False
02128756,False
02128806,False
02128823,False
02128829,False
02128830,False
02128842,False
02128844,False
02128875,False
02128878,False
02128906,False
02128908,False
02128933,False
02128938,False
02128940,False
02128946,False
02128962,False
02128963,False
02128964,False
02128968,False
02128969,False
02128977,False
02128980,False
02128981,False
02128982,False
02128990,False
02128994,False
02128997,False
02128998,False
02129009,False
02129013,False
02129015,False
02129017,False
02129033,False
02129057,True
02129071,True
02129084,True
02129097,False
02129108,False
02129151,False
02129162,False
02129202,False
02129206,False
02129207,False
02129208,False
02129230,True
02129242,False
02129260,False
02129262,False
02129288,False
02129297,False
02129313,False
